ScoreEval,Method,Score,BaseDep,BaseDist,EvalDate
Variogram,ScoreOptE,32046.05072510717,bootstrap,independent,2020-02-07
Variogram,ScoreOptEIn,17372.098048354783,bootstrap,independent,2020-02-07
Variogram,ScoreOptV,29326.082711128423,bootstrap,independent,2020-02-07
Variogram,ScoreOptVIn,19465.223379375744,bootstrap,independent,2020-02-07
Energy,Base,23.35612282171908,bootstrap,joint,2020-02-07
Energy,BottomUp,19.031634785698557,bootstrap,joint,2020-02-07
Energy,JPP,39.02476541407498,bootstrap,joint,2020-02-07
Energy,BTTH,40.70829206738542,bootstrap,joint,2020-02-07
Energy,OLS,17.01318661624645,bootstrap,joint,2020-02-07
Energy,WLS,19.269572415536835,bootstrap,joint,2020-02-07
Energy,MinTSam,16.17244886874482,bootstrap,joint,2020-02-07
Energy,MinTShr,15.430146394220673,bootstrap,joint,2020-02-07
Energy,ScoreOptE,32.49594553769099,bootstrap,joint,2020-02-07
Energy,ScoreOptEIn,21.3506562812797,bootstrap,joint,2020-02-07
Energy,ScoreOptV,30.582190078849102,bootstrap,joint,2020-02-07
Energy,ScoreOptVIn,24.4245593163848,bootstrap,joint,2020-02-07
Variogram,Base,21548.574152762307,bootstrap,joint,2020-02-07
Variogram,BottomUp,12871.985262743829,bootstrap,joint,2020-02-07
Variogram,JPP,14091.641154178236,bootstrap,joint,2020-02-07
Variogram,BTTH,23642.847966649788,bootstrap,joint,2020-02-07
Variogram,OLS,12033.538431114363,bootstrap,joint,2020-02-07
Variogram,WLS,14088.63538529678,bootstrap,joint,2020-02-07
Variogram,MinTSam,11148.413149972383,bootstrap,joint,2020-02-07
Variogram,MinTShr,10275.314256435544,bootstrap,joint,2020-02-07
Variogram,ScoreOptE,34997.86056683402,bootstrap,joint,2020-02-07
Variogram,ScoreOptEIn,18010.90407368272,bootstrap,joint,2020-02-07
Variogram,ScoreOptV,30606.308758515876,bootstrap,joint,2020-02-07
Variogram,ScoreOptVIn,21887.552037543024,bootstrap,joint,2020-02-07
Energy,Base,103.92778194388352,gaussian,independent,2020-02-08
Energy,BottomUp,74.56369079151813,gaussian,independent,2020-02-08
Energy,JPP,266.0737932708751,gaussian,independent,2020-02-08
Energy,BTTH,181.95556441590998,gaussian,independent,2020-02-08
Energy,OLS,81.06170467789121,gaussian,independent,2020-02-08
Energy,WLS,67.69773464926132,gaussian,independent,2020-02-08
Energy,MinTSam,95.6919383016251,gaussian,independent,2020-02-08
Energy,MinTShr,79.38433704092078,gaussian,independent,2020-02-08
Energy,ScoreOptE,43.50326762042849,gaussian,independent,2020-02-08
Energy,ScoreOptEIn,77.24429830501737,gaussian,independent,2020-02-08
Energy,ScoreOptV,49.92315991017031,gaussian,independent,2020-02-08
Energy,ScoreOptVIn,84.9469279809751,gaussian,independent,2020-02-08
Variogram,Base,393086.65772671805,gaussian,independent,2020-02-08
Variogram,BottomUp,214548.70858691828,gaussian,independent,2020-02-08
Variogram,JPP,149137.20313072842,gaussian,independent,2020-02-08
Variogram,BTTH,391971.4031090703,gaussian,independent,2020-02-08
Variogram,OLS,184461.02379911728,gaussian,independent,2020-02-08
Variogram,WLS,139504.67614605333,gaussian,independent,2020-02-08
Variogram,MinTSam,315577.0378788862,gaussian,independent,2020-02-08
Variogram,MinTShr,223680.62748206404,gaussian,independent,2020-02-08
Variogram,ScoreOptE,67049.92002710205,gaussian,independent,2020-02-08
Variogram,ScoreOptEIn,192483.09988143056,gaussian,independent,2020-02-08
Variogram,ScoreOptV,77702.41277031215,gaussian,independent,2020-02-08
Variogram,ScoreOptVIn,210394.41218608513,gaussian,independent,2020-02-08
Energy,Base,61.9147557646047,gaussian,joint,2020-02-08
Energy,BottomUp,91.62766496917058,gaussian,joint,2020-02-08
Energy,JPP,86.53618411425748,gaussian,joint,2020-02-08
Energy,BTTH,143.52534567815357,gaussian,joint,2020-02-08
Energy,OLS,61.68459293344464,gaussian,joint,2020-02-08
Energy,WLS,68.39404492492903,gaussian,joint,2020-02-08
Energy,MinTSam,109.5742798906879,gaussian,joint,2020-02-08
Energy,MinTShr,96.47404756445694,gaussian,joint,2020-02-08
Energy,ScoreOptE,47.91361548767143,gaussian,joint,2020-02-08
Energy,ScoreOptEIn,93.39203280194742,gaussian,joint,2020-02-08
Energy,ScoreOptV,43.12403619262689,gaussian,joint,2020-02-08
Energy,ScoreOptVIn,88.24217999380294,gaussian,joint,2020-02-08
Variogram,Base,104476.5112242256,gaussian,joint,2020-02-08
Variogram,BottomUp,198468.41637079706,gaussian,joint,2020-02-08
Variogram,JPP,125147.17903575975,gaussian,joint,2020-02-08
Variogram,BTTH,371030.6018344323,gaussian,joint,2020-02-08
Variogram,OLS,106011.03623176628,gaussian,joint,2020-02-08
Variogram,WLS,124812.50082541273,gaussian,joint,2020-02-08
Variogram,MinTSam,250624.85855625756,gaussian,joint,2020-02-08
Variogram,MinTShr,203653.60933716292,gaussian,joint,2020-02-08
Variogram,ScoreOptE,81811.409449675,gaussian,joint,2020-02-08
Variogram,ScoreOptEIn,189130.9644979167,gaussian,joint,2020-02-08
Variogram,ScoreOptV,66077.38424624172,gaussian,joint,2020-02-08
Variogram,ScoreOptVIn,174603.19627533032,gaussian,joint,2020-02-08
Energy,Base,62.95129233939289,bootstrap,independent,2020-02-08
Energy,BottomUp,93.58113068180555,bootstrap,independent,2020-02-08
Energy,JPP,86.68137615463405,bootstrap,independent,2020-02-08
Energy,BTTH,141.785210212895,bootstrap,independent,2020-02-08
Energy,OLS,64.78624834474523,bootstrap,independent,2020-02-08
Energy,WLS,72.88228047425517,bootstrap,independent,2020-02-08
Energy,MinTSam,105.5859752975004,bootstrap,independent,2020-02-08
Energy,MinTShr,96.60226545067616,bootstrap,independent,2020-02-08
Energy,ScoreOptE,47.674433433051036,bootstrap,independent,2020-02-08
Energy,ScoreOptEIn,87.9734586593408,bootstrap,independent,2020-02-08
Energy,ScoreOptV,44.59380258589553,bootstrap,independent,2020-02-08
Energy,ScoreOptVIn,89.39790557833898,bootstrap,independent,2020-02-08
Variogram,Base,105643.54280935881,bootstrap,independent,2020-02-08
Variogram,BottomUp,199274.72733363652,bootstrap,independent,2020-02-08
Variogram,JPP,126008.58819872854,bootstrap,independent,2020-02-08
Variogram,BTTH,365014.471544078,bootstrap,independent,2020-02-08
Variogram,OLS,107372.8375053427,bootstrap,independent,2020-02-08
Variogram,WLS,125929.93921558622,bootstrap,independent,2020-02-08
Variogram,MinTSam,253535.3384084345,bootstrap,independent,2020-02-08
Variogram,MinTShr,206170.27365863544,bootstrap,independent,2020-02-08
Variogram,ScoreOptE,81070.74804663945,bootstrap,independent,2020-02-08
Variogram,ScoreOptEIn,173453.7398720435,bootstrap,independent,2020-02-08
Variogram,ScoreOptV,68632.6169327393,bootstrap,independent,2020-02-08
Variogram,ScoreOptVIn,180592.8724767627,bootstrap,independent,2020-02-08
Energy,Base,62.714737335254185,bootstrap,joint,2020-02-08
Energy,BottomUp,92.41682465828698,bootstrap,joint,2020-02-08
Energy,JPP,86.69251035948155,bootstrap,joint,2020-02-08
Energy,BTTH,141.69774117173705,bootstrap,joint,2020-02-08
Energy,OLS,62.56647247808251,bootstrap,joint,2020-02-08
Energy,WLS,69.355879362819607,bootstrap,joint,2020-02-08
Energy,MinTSam,110.6996717967764,bootstrap,joint,2020-02-08
Energy,MinTShr,97.67640293988806,bootstrap,joint,2020-02-08
Energy,ScoreOptE,49.507141929372246,bootstrap,joint,2020-02-08
Energy,ScoreOptEIn,94.23803416768953,bootstrap,joint,2020-02-08
Energy,ScoreOptV,44.94897400061621,bootstrap,joint,2020-02-08
Energy,ScoreOptVIn,91.36306020395494,bootstrap,joint,2020-02-08
Variogram,Base,105441.84885769161,bootstrap,joint,2020-02-08
Variogram,BottomUp,198876.04840713582,bootstrap,joint,2020-02-08
Variogram,JPP,125895.97789135746,bootstrap,joint,2020-02-08
Variogram,BTTH,366987.11780721485,bootstrap,joint,2020-02-08
Variogram,OLS,107022.9359585492,bootstrap,joint,2020-02-08
Variogram,WLS,125619.10680089447,bootstrap,joint,2020-02-08
Variogram,MinTSam,252819.6952457817,bootstrap,joint,2020-02-08
Variogram,MinTShr,205444.5795317448,bootstrap,joint,2020-02-08
Variogram,ScoreOptE,85380.14088377502,bootstrap,joint,2020-02-08
Variogram,ScoreOptEIn,191030.69344326368,bootstrap,joint,2020-02-08
Variogram,ScoreOptV,69349.40716956239,bootstrap,joint,2020-02-08
Variogram,ScoreOptVIn,182554.71616306622,bootstrap,joint,2020-02-08
Energy,Base,99.95239608129523,gaussian,independent,2020-02-09
Energy,BottomUp,69.39643724120604,gaussian,independent,2020-02-09
Energy,JPP,300.6177774080277,gaussian,independent,2020-02-09
Energy,BTTH,209.29982265555458,gaussian,independent,2020-02-09
Energy,OLS,75.48714461804961,gaussian,independent,2020-02-09
Energy,WLS,60.31021342341842,gaussian,independent,2020-02-09
Energy,MinTSam,98.64151559728231,gaussian,independent,2020-02-09
Energy,MinTShr,65.33240763960036,gaussian,independent,2020-02-09
Energy,ScoreOptE,40.714629801292766,gaussian,independent,2020-02-09
Energy,ScoreOptEIn,69.30338263924871,gaussian,independent,2020-02-09
Energy,ScoreOptV,48.16418089553352,gaussian,independent,2020-02-09
Energy,ScoreOptVIn,82.66452060089551,gaussian,independent,2020-02-09
Variogram,Base,367093.09936883557,gaussian,independent,2020-02-09
Variogram,BottomUp,57299.77030142265,gaussian,independent,2020-02-09
Variogram,JPP,89019.79348632474,gaussian,independent,2020-02-09
Variogram,BTTH,57901.31127698507,gaussian,independent,2020-02-09
Variogram,OLS,138453.304868578,gaussian,independent,2020-02-09
Variogram,WLS,54742.39261329763,gaussian,independent,2020-02-09
Variogram,MinTSam,251343.05715611673,gaussian,independent,2020-02-09
Variogram,MinTShr,64758.72035370884,gaussian,independent,2020-02-09
Variogram,ScoreOptE,54312.27000573493,gaussian,independent,2020-02-09
Variogram,ScoreOptEIn,82627.31086920554,gaussian,independent,2020-02-09
Variogram,ScoreOptV,61573.333320760896,gaussian,independent,2020-02-09
Variogram,ScoreOptVIn,145534.69940001622,gaussian,independent,2020-02-09
Energy,Base,19.823524583577193,gaussian,joint,2020-02-09
Energy,BottomUp,15.544949587822671,gaussian,joint,2020-02-09
Energy,JPP,41.02870454285381,gaussian,joint,2020-02-09
Energy,BTTH,41.41946724307231,gaussian,joint,2020-02-09
Energy,OLS,18.422359259061615,gaussian,joint,2020-02-09
Energy,WLS,17.35593798017555,gaussian,joint,2020-02-09
Energy,MinTSam,15.877601841772144,gaussian,joint,2020-02-09
Energy,MinTShr,14.84446610633781,gaussian,joint,2020-02-09
Energy,ScoreOptE,27.576207791871717,gaussian,joint,2020-02-09
Energy,ScoreOptEIn,15.249896543206674,gaussian,joint,2020-02-09
Energy,ScoreOptV,23.833039498209715,gaussian,joint,2020-02-09
Energy,ScoreOptVIn,13.450467654582768,gaussian,joint,2020-02-09
Variogram,Base,15826.67058803887,gaussian,joint,2020-02-09
Variogram,BottomUp,8797.733777586158,gaussian,joint,2020-02-09
Variogram,JPP,11940.363610761155,gaussian,joint,2020-02-09
Variogram,BTTH,20992.17779460256,gaussian,joint,2020-02-09
Variogram,OLS,13641.50171634561,gaussian,joint,2020-02-09
Variogram,WLS,11737.073573972248,gaussian,joint,2020-02-09
Variogram,MinTSam,10876.938663759058,gaussian,joint,2020-02-09
Variogram,MinTShr,9361.460496133974,gaussian,joint,2020-02-09
Variogram,ScoreOptE,32117.21767833123,gaussian,joint,2020-02-09
Variogram,ScoreOptEIn,8964.399696227409,gaussian,joint,2020-02-09
Variogram,ScoreOptV,23485.029490821315,gaussian,joint,2020-02-09
Variogram,ScoreOptVIn,7231.852403973133,gaussian,joint,2020-02-09
Energy,Base,20.545893286320982,bootstrap,independent,2020-02-09
Energy,BottomUp,16.206101812597616,bootstrap,independent,2020-02-09
Energy,JPP,40.71068508141971,bootstrap,independent,2020-02-09
Energy,BTTH,38.47546649659047,bootstrap,independent,2020-02-09
Energy,OLS,19.352822109511198,bootstrap,independent,2020-02-09
Energy,WLS,18.57965270236668,bootstrap,independent,2020-02-09
Energy,MinTSam,16.88896523288202,bootstrap,independent,2020-02-09
Energy,MinTShr,15.533287465127595,bootstrap,independent,2020-02-09
Energy,ScoreOptE,25.027408979257732,bootstrap,independent,2020-02-09
Energy,ScoreOptEIn,13.883453009925335,bootstrap,independent,2020-02-09
Energy,ScoreOptV,23.436476486903665,bootstrap,independent,2020-02-09
Energy,ScoreOptVIn,14.572750740420666,bootstrap,independent,2020-02-09
Variogram,Base,16567.377273418093,bootstrap,independent,2020-02-09
Variogram,BottomUp,9350.481552176923,bootstrap,independent,2020-02-09
Variogram,JPP,12779.690754267742,bootstrap,independent,2020-02-09
Variogram,BTTH,18197.800268397223,bootstrap,independent,2020-02-09
Variogram,OLS,14560.258942482835,bootstrap,independent,2020-02-09
Variogram,WLS,12614.473879680425,bootstrap,independent,2020-02-09
Variogram,MinTSam,10421.273636852813,bootstrap,independent,2020-02-09
Variogram,MinTShr,9534.142947439037,bootstrap,independent,2020-02-09
Variogram,ScoreOptE,26341.019848485274,bootstrap,independent,2020-02-09
Variogram,ScoreOptEIn,7790.053166668356,bootstrap,independent,2020-02-09
Variogram,ScoreOptV,23446.243278838596,bootstrap,independent,2020-02-09
Variogram,ScoreOptVIn,8275.96748578478,bootstrap,independent,2020-02-09
Energy,Base,20.734221868687875,bootstrap,joint,2020-02-09
Energy,BottomUp,16.664945002619184,bootstrap,joint,2020-02-09
Energy,JPP,40.735489514423,bootstrap,joint,2020-02-09
Energy,BTTH,39.47957337602471,bootstrap,joint,2020-02-09
Energy,OLS,19.459569183194613,bootstrap,joint,2020-02-09
Energy,WLS,18.495798695413708,bootstrap,joint,2020-02-09
Energy,MinTSam,16.188381879055424,bootstrap,joint,2020-02-09
Energy,MinTShr,15.660628699021975,bootstrap,joint,2020-02-09
Energy,ScoreOptE,28.285754942102166,bootstrap,joint,2020-02-09
Energy,ScoreOptEIn,15.220856615592943,bootstrap,joint,2020-02-09
Energy,ScoreOptV,26.260743467507947,bootstrap,joint,2020-02-09
Energy,ScoreOptVIn,13.541929982346657,bootstrap,joint,2020-02-09
Variogram,Base,16529.14921611075,bootstrap,joint,2020-02-09
Variogram,BottomUp,9357.83284824218,bootstrap,joint,2020-02-09
Variogram,JPP,12722.520219903297,bootstrap,joint,2020-02-09
Variogram,BTTH,18135.3105133151,bootstrap,joint,2020-02-09
Variogram,OLS,14443.641015805608,bootstrap,joint,2020-02-09
Variogram,WLS,12558.011795947501,bootstrap,joint,2020-02-09
Variogram,MinTSam,10840.522304152108,bootstrap,joint,2020-02-09
Variogram,MinTShr,9619.15341402447,bootstrap,joint,2020-02-09
Variogram,ScoreOptE,29542.387974333342,bootstrap,joint,2020-02-09
Variogram,ScoreOptEIn,8629.679182179805,bootstrap,joint,2020-02-09
Variogram,ScoreOptV,26514.283467852165,bootstrap,joint,2020-02-09
Variogram,ScoreOptVIn,7045.319995653603,bootstrap,joint,2020-02-09
Energy,Base,103.6807424405274,gaussian,independent,2020-02-10
Energy,BottomUp,68.15260939346766,gaussian,independent,2020-02-10
Energy,JPP,281.02677806908383,gaussian,independent,2020-02-10
Energy,BTTH,210.36663060050154,gaussian,independent,2020-02-10
Energy,OLS,79.50215203394745,gaussian,independent,2020-02-10
Energy,WLS,64.59341258190356,gaussian,independent,2020-02-10
Energy,MinTSam,80.66102488870985,gaussian,independent,2020-02-10
Energy,MinTShr,61.0635748475268,gaussian,independent,2020-02-10
Energy,ScoreOptE,35.466179211922444,gaussian,independent,2020-02-10
Energy,ScoreOptEIn,66.40571972289773,gaussian,independent,2020-02-10
Energy,ScoreOptV,45.701803800069655,gaussian,independent,2020-02-10
Energy,ScoreOptVIn,74.53311629451511,gaussian,independent,2020-02-10
Variogram,Base,339245.0583674791,gaussian,independent,2020-02-10
Variogram,BottomUp,69401.62878845373,gaussian,independent,2020-02-10
Variogram,JPP,75592.41977281324,gaussian,independent,2020-02-10
Variogram,BTTH,54597.530782213784,gaussian,independent,2020-02-10
Variogram,OLS,147197.86426270314,gaussian,independent,2020-02-10
Variogram,WLS,76076.71253670355,gaussian,independent,2020-02-10
Variogram,MinTSam,125047.78075157259,gaussian,independent,2020-02-10
Variogram,MinTShr,68887.17852009843,gaussian,independent,2020-02-10
Variogram,ScoreOptE,37169.32965072586,gaussian,independent,2020-02-10
Variogram,ScoreOptEIn,87974.45331472222,gaussian,independent,2020-02-10
Variogram,ScoreOptV,43301.806760158914,gaussian,independent,2020-02-10
Variogram,ScoreOptVIn,103099.00874661827,gaussian,independent,2020-02-10
Energy,Base,46.09839126002569,gaussian,joint,2020-02-10
Energy,BottomUp,38.21320011197152,gaussian,joint,2020-02-10
Energy,JPP,64.65134817374235,gaussian,joint,2020-02-10
Energy,BTTH,50.9931861804346,gaussian,joint,2020-02-10
Energy,OLS,45.907464464084924,gaussian,joint,2020-02-10
Energy,WLS,44.47195716658347,gaussian,joint,2020-02-10
Energy,MinTSam,40.58799218075812,gaussian,joint,2020-02-10
Energy,MinTShr,43.14039509453954,gaussian,joint,2020-02-10
Energy,ScoreOptE,58.76851121270433,gaussian,joint,2020-02-10
Energy,ScoreOptEIn,47.56169851740018,gaussian,joint,2020-02-10
Energy,ScoreOptV,61.999352101305824,gaussian,joint,2020-02-10
Energy,ScoreOptVIn,49.118658112809676,gaussian,joint,2020-02-10
Variogram,Base,66330.0010693989,gaussian,joint,2020-02-10
Variogram,BottomUp,48802.50329856406,gaussian,joint,2020-02-10
Variogram,JPP,60321.869240728,gaussian,joint,2020-02-10
Variogram,BTTH,43478.576620195636,gaussian,joint,2020-02-10
Variogram,OLS,64093.88229464561,gaussian,joint,2020-02-10
Variogram,WLS,60299.99009089081,gaussian,joint,2020-02-10
Variogram,MinTSam,49664.95412064875,gaussian,joint,2020-02-10
Variogram,MinTShr,54095.20513601081,gaussian,joint,2020-02-10
Variogram,ScoreOptE,105621.83696412024,gaussian,joint,2020-02-10
Variogram,ScoreOptEIn,66949.88505397156,gaussian,joint,2020-02-10
Variogram,ScoreOptV,112300.37063508012,gaussian,joint,2020-02-10
Variogram,ScoreOptVIn,71440.40357861623,gaussian,joint,2020-02-10
Energy,Base,46.33017993902728,bootstrap,independent,2020-02-10
Energy,BottomUp,38.8883444825869,bootstrap,independent,2020-02-10
Energy,JPP,63.633752244968925,bootstrap,independent,2020-02-10
Energy,BTTH,49.85596481842905,bootstrap,independent,2020-02-10
Energy,OLS,47.82766540572011,bootstrap,independent,2020-02-10
Energy,WLS,47.55458371587801,bootstrap,independent,2020-02-10
Energy,MinTSam,36.54672434406858,bootstrap,independent,2020-02-10
Energy,MinTShr,41.729191904965695,bootstrap,independent,2020-02-10
Energy,ScoreOptE,62.53602446181883,bootstrap,independent,2020-02-10
Energy,ScoreOptEIn,51.19979524643531,bootstrap,independent,2020-02-10
Energy,ScoreOptV,61.07622136844804,bootstrap,independent,2020-02-10
Energy,ScoreOptVIn,49.99093254676641,bootstrap,independent,2020-02-10
Variogram,Base,65553.23383669606,bootstrap,independent,2020-02-10
Variogram,BottomUp,48799.51658149046,bootstrap,independent,2020-02-10
Variogram,JPP,59827.96962866264,bootstrap,independent,2020-02-10
Variogram,BTTH,43684.69126575755,bootstrap,independent,2020-02-10
Variogram,OLS,63771.86621842299,bootstrap,independent,2020-02-10
Variogram,WLS,59935.830387889495,bootstrap,independent,2020-02-10
Variogram,MinTSam,48457.02481696379,bootstrap,independent,2020-02-10
Variogram,MinTShr,52900.13409019263,bootstrap,independent,2020-02-10
Variogram,ScoreOptE,110447.86853016386,bootstrap,independent,2020-02-10
Variogram,ScoreOptEIn,72008.01659839315,bootstrap,independent,2020-02-10
Variogram,ScoreOptV,104550.26634375144,bootstrap,independent,2020-02-10
Variogram,ScoreOptVIn,72362.97595942327,bootstrap,independent,2020-02-10
Energy,Base,45.93551434387737,bootstrap,joint,2020-02-10
Energy,BottomUp,37.80244681282898,bootstrap,joint,2020-02-10
Energy,JPP,63.54135160452982,bootstrap,joint,2020-02-10
Energy,BTTH,52.65526465303414,bootstrap,joint,2020-02-10
Energy,OLS,45.84683156384834,bootstrap,joint,2020-02-10
Energy,WLS,44.30744405911818,bootstrap,joint,2020-02-10
Energy,MinTSam,40.318997328454294,bootstrap,joint,2020-02-10
Energy,MinTShr,43.01705442965381,bootstrap,joint,2020-02-10
Energy,ScoreOptE,58.81184932078425,bootstrap,joint,2020-02-10
Energy,ScoreOptEIn,49.42902235031401,bootstrap,joint,2020-02-10
Energy,ScoreOptV,60.39664459193087,bootstrap,joint,2020-02-10
Energy,ScoreOptVIn,50.17407786831009,bootstrap,joint,2020-02-10
Variogram,Base,65526.37503849063,bootstrap,joint,2020-02-10
Variogram,BottomUp,48482.66822929986,bootstrap,joint,2020-02-10
Variogram,JPP,59632.10022333458,bootstrap,joint,2020-02-10
Variogram,BTTH,47086.62558312759,bootstrap,joint,2020-02-10
Variogram,OLS,63479.26460861389,bootstrap,joint,2020-02-10
Variogram,WLS,59620.246029203394,bootstrap,joint,2020-02-10
Variogram,MinTSam,48897.14961938889,bootstrap,joint,2020-02-10
Variogram,MinTShr,53172.401637915806,bootstrap,joint,2020-02-10
Variogram,ScoreOptE,106410.76031440204,bootstrap,joint,2020-02-10
Variogram,ScoreOptEIn,69793.43708936316,bootstrap,joint,2020-02-10
Variogram,ScoreOptV,107191.95198911135,bootstrap,joint,2020-02-10
Variogram,ScoreOptVIn,72270.76498706928,bootstrap,joint,2020-02-10
Energy,Base,98.78211970483484,gaussian,independent,2020-02-11
Energy,BottomUp,73.56169617197104,gaussian,independent,2020-02-11
Energy,JPP,302.440963084491,gaussian,independent,2020-02-11
Energy,BTTH,223.3998894364378,gaussian,independent,2020-02-11
Energy,OLS,74.65987376846036,gaussian,independent,2020-02-11
Energy,WLS,60.654696123726644,gaussian,independent,2020-02-11
Energy,MinTSam,95.85899019606123,gaussian,independent,2020-02-11
Energy,MinTShr,68.84428160202997,gaussian,independent,2020-02-11
Energy,ScoreOptE,34.55074485949774,gaussian,independent,2020-02-11
Energy,ScoreOptEIn,70.40330875384845,gaussian,independent,2020-02-11
Energy,ScoreOptV,43.4412684258563,gaussian,independent,2020-02-11
Energy,ScoreOptVIn,80.62476232517811,gaussian,independent,2020-02-11
Variogram,Base,289560.8724027218,gaussian,independent,2020-02-11
Variogram,BottomUp,65221.18508879433,gaussian,independent,2020-02-11
Variogram,JPP,61489.60913809514,gaussian,independent,2020-02-11
Variogram,BTTH,118228.70612913994,gaussian,independent,2020-02-11
Variogram,OLS,112337.1917546038,gaussian,independent,2020-02-11
Variogram,WLS,52033.0927378746,gaussian,independent,2020-02-11
Variogram,MinTSam,256679.28434491827,gaussian,independent,2020-02-11
Variogram,MinTShr,91441.79418680462,gaussian,independent,2020-02-11
Variogram,ScoreOptE,36922.22538736819,gaussian,independent,2020-02-11
Variogram,ScoreOptEIn,83910.05604199758,gaussian,independent,2020-02-11
Variogram,ScoreOptV,33527.61037065136,gaussian,independent,2020-02-11
Variogram,ScoreOptVIn,118896.38452101943,gaussian,independent,2020-02-11
Energy,Base,18.63318297947873,gaussian,joint,2020-02-11
Energy,BottomUp,19.12925344752015,gaussian,joint,2020-02-11
Energy,JPP,40.07506592825925,gaussian,joint,2020-02-11
Energy,BTTH,58.38564581050172,gaussian,joint,2020-02-11
Energy,OLS,17.232703794632396,gaussian,joint,2020-02-11
Energy,WLS,16.019232400134882,gaussian,joint,2020-02-11
Energy,MinTSam,46.49219524636614,gaussian,joint,2020-02-11
Energy,MinTShr,33.782897323518114,gaussian,joint,2020-02-11
Energy,ScoreOptE,32.459396017974136,gaussian,joint,2020-02-11
Energy,ScoreOptEIn,28.976035530650975,gaussian,joint,2020-02-11
Energy,ScoreOptV,34.96664113329569,gaussian,joint,2020-02-11
Energy,ScoreOptVIn,28.286133575785147,gaussian,joint,2020-02-11
Variogram,Base,14266.006030076376,gaussian,joint,2020-02-11
Variogram,BottomUp,14285.625903777507,gaussian,joint,2020-02-11
Variogram,JPP,10768.036491593222,gaussian,joint,2020-02-11
Variogram,BTTH,50028.36052900231,gaussian,joint,2020-02-11
Variogram,OLS,12653.707513644473,gaussian,joint,2020-02-11
Variogram,WLS,10602.900261992248,gaussian,joint,2020-02-11
Variogram,MinTSam,56524.002757176444,gaussian,joint,2020-02-11
Variogram,MinTShr,34166.26086771577,gaussian,joint,2020-02-11
Variogram,ScoreOptE,38038.658546654384,gaussian,joint,2020-02-11
Variogram,ScoreOptEIn,26096.66090795109,gaussian,joint,2020-02-11
Variogram,ScoreOptV,44285.18662495562,gaussian,joint,2020-02-11
Variogram,ScoreOptVIn,25733.53670440245,gaussian,joint,2020-02-11
Energy,Base,18.56968515009547,bootstrap,independent,2020-02-11
Energy,BottomUp,19.17117809143208,bootstrap,independent,2020-02-11
Energy,JPP,38.33953691120175,bootstrap,independent,2020-02-11
Energy,BTTH,60.42376688679635,bootstrap,independent,2020-02-11
Energy,OLS,17.258285727611984,bootstrap,independent,2020-02-11
Energy,WLS,15.907733805770505,bootstrap,independent,2020-02-11
Energy,MinTSam,41.573110331723655,bootstrap,independent,2020-02-11
Energy,MinTShr,32.758889074481225,bootstrap,independent,2020-02-11
Energy,ScoreOptE,34.63694148771633,bootstrap,independent,2020-02-11
Energy,ScoreOptEIn,26.228883930472122,bootstrap,independent,2020-02-11
Energy,ScoreOptV,36.53857385514308,bootstrap,independent,2020-02-11
Energy,ScoreOptVIn,27.197827280803356,bootstrap,independent,2020-02-11
Variogram,Base,14180.276053869004,bootstrap,independent,2020-02-11
Variogram,BottomUp,14016.43611145282,bootstrap,independent,2020-02-11
Variogram,JPP,10516.760971887634,bootstrap,independent,2020-02-11
Variogram,BTTH,54905.58912433839,bootstrap,independent,2020-02-11
Variogram,OLS,12639.22960106036,bootstrap,independent,2020-02-11
Variogram,WLS,10421.53799783554,bootstrap,independent,2020-02-11
Variogram,MinTSam,55416.750926674635,bootstrap,independent,2020-02-11
Variogram,MinTShr,33735.06637592341,bootstrap,independent,2020-02-11
Variogram,ScoreOptE,44784.86761230451,bootstrap,independent,2020-02-11
Variogram,ScoreOptEIn,22487.024870572925,bootstrap,independent,2020-02-11
Variogram,ScoreOptV,48706.50393638568,bootstrap,independent,2020-02-11
Variogram,ScoreOptVIn,25061.715444945337,bootstrap,independent,2020-02-11
Energy,Base,18.373615225246468,bootstrap,joint,2020-02-11
Energy,BottomUp,18.282577931261805,bootstrap,joint,2020-02-11
Energy,JPP,38.26615812803621,bootstrap,joint,2020-02-11
Energy,BTTH,55.221780992285346,bootstrap,joint,2020-02-11
Energy,OLS,17.00843996203765,bootstrap,joint,2020-02-11
Energy,WLS,15.578312428493943,bootstrap,joint,2020-02-11
Energy,MinTSam,46.614768456448054,bootstrap,joint,2020-02-11
Energy,MinTShr,33.96991805249977,bootstrap,joint,2020-02-11
Energy,ScoreOptE,33.020610190390414,bootstrap,joint,2020-02-11
Energy,ScoreOptEIn,31.271139761044278,bootstrap,joint,2020-02-11
Energy,ScoreOptV,34.91323726892527,bootstrap,joint,2020-02-11
Energy,ScoreOptVIn,25.80856506286239,bootstrap,joint,2020-02-11
Variogram,Base,14091.798948984038,bootstrap,joint,2020-02-11
Variogram,BottomUp,13623.105268427173,bootstrap,joint,2020-02-11
Variogram,JPP,10313.249775467368,bootstrap,joint,2020-02-11
Variogram,BTTH,46107.274439772984,bootstrap,joint,2020-02-11
Variogram,OLS,12400.40276319334,bootstrap,joint,2020-02-11
Variogram,WLS,10198.139651610833,bootstrap,joint,2020-02-11
Variogram,MinTSam,55933.521766468475,bootstrap,joint,2020-02-11
Variogram,MinTShr,33853.95538597166,bootstrap,joint,2020-02-11
